,ÀÏ·Ã¹øÈ£,Ç°¹ø,½ÃÇèÀÏÀÚ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ºÒÇÕ°Ý Ç×¸ñ,ÆÇÁ¤,LOT ¹øÈ£,ÇÕ°Ý¿©ºÎ,»ý»ê³â¿ù,½ÃÇè³â¿ù,¿î¿ë¿ù
297,SG 10 B224 00,81046010,2024-07-05,2.116,2.026,1800.000,550.000,540.000,2300.000,5500.000,550.000,3.042,100.178,1.807,2.476,2.510,2.529,0.000,0.000,2.495,4.993,14.905,-14.886,9.003,-0.083,-24.409,0.237,-14.520,0.301,3.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª, ³Ã°¢À¯Áö½Ã°£",ºÒÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ºÒÇÕ°Ý,1006,2407,169.0
298,SG 10 B230 00,81046010,2024-07-10,2.032,2.054,1800.000,550.000,550.000,2300.000,5500.000,550.000,3.069,100.599,1.836,2.461,2.529,2.427,0.000,0.000,2.485,4.974,14.941,-14.886,9.547,0.003,19.800,0.561,9.399,0.154,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2407,169.0
299,SG 10 B240 00,81046010,2024-07-10,2.028,2.031,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.061,99.596,1.846,2.393,2.563,2.397,0.000,0.000,2.485,4.980,14.978,-15.143,9.699,0.019,20.092,0.513,9.535,0.159,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2407,169.0
300,SG 19 B242 00,81046010,2024-07-09,2.055,2.107,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.051,100.835,1.885,2.397,2.563,2.593,0.000,0.000,2.490,4.974,14.996,-14.795,9.450,0.518,-24.274,-0.336,-14.466,-0.183,20.0,"Á¤·Ä, ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ºÒÇÕ°Ý,1006,2407,169.0
301,SG 10 B248 00,81046010,2024-07-10,1.995,2.009,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.051,99.876,1.836,2.378,2.510,2.471,0.000,0.000,2.490,4.993,14.996,-15.161,9.940,0.045,-16.294,-0.177,9.714,0.168,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ºÒÇÕ°Ý,1007,2407,168.0
302,SG 10 B256 00,81046010,2024-07-09,2.084,2.017,1800.000,550.000,550.000,2300.000,5500.000,550.000,3.052,100.905,1.841,2.397,2.549,2.441,0.000,0.000,2.490,4.993,15.015,-14.850,9.406,0.032,20.097,0.257,9.331,0.130,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2407,168.0
303,SG 10 B257 00,81046010,2024-07-05,2.075,2.010,1800.000,550.000,520.000,2300.000,5500.000,550.000,3.043,100.785,1.787,2.515,2.573,2.446,0.000,0.000,2.490,4.987,15.051,-14.850,10.236,0.074,21.102,0.786,10.050,0.175,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2407,168.0
304,SG 10 B258 00,81046010,2024-07-09,2.150,2.024,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.051,100.737,1.816,2.539,2.529,2.461,0.000,0.020,2.490,4.987,15.015,-14.795,9.909,0.033,20.724,0.508,9.773,0.131,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2407,168.0
305,SG 10 B280 00,81046010,2024-07-10,2.031,2.522,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.069,100.640,1.812,2.466,2.583,2.383,0.000,0.000,2.490,4.999,14.941,-14.795,9.686,-0.063,20.404,0.438,9.671,0.016,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2407,167.0
306,SG 10 B283 00,81046010,2024-07-11,2.033,2.266,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,100.886,1.821,2.456,2.534,2.490,0.000,0.000,2.490,4.993,15.070,-14.832,10.076,-0.077,20.927,0.214,9.915,-0.012,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2407,167.0
307,SG 10 B284 00,81046010,2024-07-11,2.048,2.128,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,99.956,1.807,2.515,2.559,2.427,0.000,0.000,2.485,4.993,14.996,-15.088,10.282,0.011,21.111,0.412,10.116,0.088,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2407,167.0
308,SG 10 B310 00,81046010,2024-07-10,2.063,2.159,1900.000,550.000,530.000,2400.000,5500.000,550.000,3.069,100.829,1.797,2.422,2.568,2.397,0.000,0.000,2.490,4.999,15.015,-14.832,9.465,-0.085,20.444,0.275,9.738,-0.016,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10ÀÚ056-040°¡,ÇÕ°Ý,1009,2407,166.0
309,SG 10 B201 00,81046010,2024-09-12,2.017,2.038,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.059,100.358,1.792,2.471,2.554,2.437,0.000,0.000,2.490,4.980,14.978,-14.740,10.208,-0.015,21.179,0.536,9.985,0.024,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
310,SG 10 B202 00,81046010,2024-09-12,2.044,2.033,1700.000,550.000,510.000,2400.000,5500.000,550.000,3.052,100.752,1.802,2.520,2.559,2.412,0.000,0.000,2.490,4.974,14.996,-14.813,10.271,-0.016,21.314,0.412,10.124,0.067,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
311,SG 10 B203 00,81046010,2024-09-04,2.060,2.092,1800.000,590.000,550.000,2400.000,5500.000,560.000,3.069,99.318,1.807,2.461,2.583,2.397,0.000,0.000,2.485,4.980,14.960,-15.198,9.996,-0.002,20.856,0.269,9.903,0.083,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
312,SG 10 B205 00,81046010,2024-09-12,2.043,2.037,1800.000,550.000,540.000,2200.000,5500.000,550.000,3.042,98.966,1.816,2.446,2.510,2.466,0.000,0.000,2.490,4.999,14.978,-15.179,9.911,-0.008,-17.495,0.138,9.572,0.124,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ºÒÇÕ°Ý,1005,2409,172.0
313,SG 10 B206 00,81046010,2024-09-11,1.990,13.193,1800.000,550.000,500.000,2300.000,5500.000,540.000,3.006,99.187,1.812,2.446,2.539,2.407,0.000,0.000,2.495,4.993,14.886,-15.216,9.916,-0.010,20.519,0.524,9.749,0.096,20.0,½ºÄûºê,ºÒÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ºÒÇÕ°Ý,1005,2409,172.0
314,SG 10 B207 00,81046010,2024-09-11,2.086,2.048,1800.000,550.000,500.000,2300.000,5500.000,550.000,3.021,100.882,1.807,2.393,2.588,2.393,0.000,0.000,2.480,4.980,14.941,-14.740,10.037,0.013,20.718,0.376,9.829,0.121,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
315,SG 10 B243 00,81046010,2024-09-10,2.118,2.140,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.273,100.171,1.807,2.437,2.529,2.471,0.000,0.000,2.490,4.987,14.960,-14.777,10.088,0.048,20.670,0.728,9.936,0.123,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2409,171.0
316,SG 10 B244 00,81046010,2024-09-12,2.040,2.043,1800.000,550.000,510.000,2200.000,5400.000,550.000,3.069,100.036,1.851,2.378,2.568,2.412 ,0.000,0.000,2.495,4.993,15.033,-15.088,9.738,-0.062,20.451,0.181,9.557,0.062,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2409,170.0
317,SG 10 B261 00,81046010,2024-09-04,2.276,2.051,1800.000,550.000,520.000,2300.000,5500.000,550.000,3.052,99.442,1.816,2.441,2.505,2.437,0.000,0.000,2.495,4.999,15.033,-15.216,9.645,0.009,20.107,0.451,9.483,0.119,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2409,170.0
318,SG 10 B262 00,81046010,2024-09-04,2.056,2.069,1900.000,550.000,540.000,2400.000,5500.000,550.000,3.016,99.745,1.787,2.446,2.544,2.446,0.000,0.000,2.490,4.980,14.996,-14.777,10.251,-0.060,21.093,0.244,10.061,0.036,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2409,170.0
319,SG 10 B263 00,81046010,2024-09-04,2.046,2.016,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.052,101.036,1.797,2.432,2.529,2.451,0.000,0.000,2.490,4.993,14.996,-14.758,10.032,0.007,20.640,0.496,9.877,0.117,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2409,170.0
320,SG 10 B264 00,81046010,2024-09-04,2.042,2.042,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.052,100.848,1.831,2.407,2.539,2.451,0.000,0.000,2.490,4.993,15.051,-14.777,9.880,-0.045,20.501,0.217,9.709,0.028,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2409,170.0
321,SG 10 B265 00,81046010,2024-09-02,2.139,2.032,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.052,100.853,1.812,2.437,2.568,2.432,0.000,0.000,2.490,4.993,15.070,-14.813,9.955,-0.010,20.886,0.445,9.937,0.077,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2409,170.0
322,SG 10 B274 00,81046010,2024-09-04,2.164,2.055,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,100.628,1.787,2.471,2.524,2.456,0.000,0.000,2.490,4.999,15.051,-14.886,9.987,0.012,20.582,0.437,9.838,0.118,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
323,SG 10 B285 00,81046010,2024-09-02,2.057,2.011,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.549,100.434,1.826,2.422,2.515,2.471,0.000,0.000,2.490,5.005,15.051,-14.795,10.024,-0.097,-18.555,-0.706,9.843,-0.082,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ºÒÇÕ°Ý,1008,2409,169.0
324,SG 10 B287 00,81046010,2024-09-02,2.005,2.042,1800.000,550.000,520.000,2200.000,5500.000,550.000,3.273,100.016,1.826,2.515,2.617,2.441,0.000,0.000,2.490,4.993,15.015,-14.850,9.878,-0.069,20.639,0.179,9.839,-0.022,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
325,SG 10 B288 00,81046010,2024-09-02,2.016,2.037,1900.000,560.000,540.000,2350.000,5500.000,550.000,3.059,101.087,1.826,2.510,2.534,2.432,0.000,0.015,2.490,4.999,14.978,-14.740,10.114,-0.057,-8.937,-0.643,9.909,0.030,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ºÒÇÕ°Ý,1008,2409,169.0
326,SG 10 B290 00,81046010,2024-09-02,2.073,2.019,1800.000,550.000,540.000,2200.000,5500.000,550.000,4.711,-99.990,1.851,2.476,2.490,2.520,0.000,0.000,2.490,4.987,15.033,-14.758,,,,,,,,±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡),ºÒÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ºÒÇÕ°Ý,1008,2409,169.0
327,SG 10 B292 00,81046010,2024-09-04,2.044,2.012,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.052,100.711,1.812,2.461,2.505,2.437,0.000,0.000,2.485,4.999,15.051,-14.868,9.870,0.005,20.430,0.437,9.729,0.098,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
328,SG 10 B293 00,81046010,2024-09-02,2.024,2.034,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.069,100.881,1.797,2.480,2.544,2.432,0.000,0.000,2.485,4.993,15.033,-14.758,9.742,0.036,20.640,0.434,9.732,0.105,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
329,SG 10 B209 00,81046010,2024-09-13,1.985,2.035,1800.000,550.000,540.000,2300.000,5500.000,550.000,3.069,100.452,1.831,2.505,2.563,2.432,0.000,0.000,2.485,4.974,14.978,-14.813,9.737,-0.061,20.653,0.220,9.726,0.035,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
330,SG 10 B211 00,81046010,2024-09-19,2.003,2.045,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.069,98.229,1.841,2.520,2.544,2.441,0.000,0.000,2.490,4.987,14.996,-15.234,9.708,0.055,20.530,0.541,9.675,0.150,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
331,SG 10 B212 00,81046010,2024-09-19,2.057,2.024,1800.000,550.000,550.000,2400.000,5500.000,550.000,,,,,,,,,,,,,,,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ºÒÇÕ°Ý,1005,2409,172.0
332,SG 10 B214 00,81046010,2024-09-19,1.993,2.011,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.051,99.461,1.807,2.412,2.573,2.373,0.000,0.000,2.490,5.005,14.960,-15.125,10.123,-0.039,20.859,0.348,9.984,0.065,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
333,SG 10 B215 00,81046010,2024-09-19,2.077,2.009,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.052,100.862,1.816,2.490,2.544,2.417,0.000,0.000,2.490,4.974,15.033,-14.813,9.804,-0.014,20.396,0.396,9.805,0.123,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2409,172.0
334,SG 10 B245 00,81046010,2024-09-13,2.066,2.005,1900.000,550.000,550.000,2400.000,5500.000,550.000,3.059,100.889,1.792,2.432,2.520,2.412,0.000,0.000,2.495,4.980,14.996,-14.795,9.748,-0.034,20.533,0.198,9.725,0.089,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2409,170.0
335,SG 10 B253 00,81046010,2024-09-19,2.035,2.050,1800.000,550.000,530.000,2200.000,5000.000,550.000,3.027,101.159,1.733,2.485,2.539,2.446,0.000,0.000,2.495,4.987,15.051,-14.740,7.005,-3.939,21.340,0.366,10.214,-0.127,20.0,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ºÒÇÕ°Ý,1007,2409,170.0
336,SG 10 B275 00,81046010,2024-09-19,2.109,2.030,1800.000,550.000,550.000,2300.000,5500.000,550.000,3.070,100.676,1.802,2.476,2.573,2.417,0.000,0.000,2.490,4.993,14.960,-14.777,10.070,-0.037,21.002,0.420,10.086,0.039,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
337,SG 10 B276 00,81046010,2024-09-20,2.021,2.058,1800.000,550.000,520.000,2400.000,5500.000,550.000,3.292,99.251,1.802,2.446,2.559,2.432,0.000,0.000,2.490,4.993,15.015,-15.161,9.861,-0.010,20.660,0.279,9.844,0.049,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
338,SG 10 B294 00,81046010,2024-09-20,2.033,2.011,1900.000,550.000,550.000,2400.000,5500.000,550.000,3.052,99.698,1.821,2.480,2.490,2.480,0.000,0.000,2.490,5.005,15.015,-15.161,9.613,0.047,20.255,0.307,9.651,0.110,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
339,SG 10 B295 00,81046010,2024-09-20,2.054,2.024,1800.000,550.000,550.000,2200.000,5500.000,550.000,3.069,100.946,1.807,2.500,2.593,2.393,0.000,0.000,2.490,4.993,14.996,-14.795,9.957,-0.085,20.970,0.263,9.959,-0.003,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
340,SG 10 B296 00,81046010,2024-09-20,2.049,2.073,1900.000,550.000,510.000,2300.000,5500.000,550.000,3.051,99.584,1.792,2.437,2.544,2.412,0.000,0.000,2.490,4.999,15.015,-15.198,9.572,0.055,20.026,0.478,9.576,0.193,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
341,SG 10 B297 00,81046010,2024-09-19,2.065,2.032,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.042,101.273,1.772,2.451,2.529,2.446,0.000,0.000,2.490,4.999,15.051,-14.758,10.005,-0.035,20.759,0.436,10.002,0.084,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2409,169.0
342,SG 08 A756 00,81046010,2023-11-28,2.230,2.036,1700.000,550.000,500.000,2200.000,5000.000,520.000,3.062,99.590,1.787,2.476,2.524,2.451,0.000,0.000,2.490,4.987,15.015,-15.234,10.119,0.017,20.750,0.528,9.975,0.093,28.0,,ÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ÇÕ°Ý,0811,2311,180.0
343,SG 08 A757 00,81046010,2023-11-28,2.080,2.041,1750.000,550.000,500.000,2200.000,5000.000,550.000,3.048,100.734,1.816,2.456,2.520,2.441,0.000,0.000,2.490,4.987,14.978,-14.905,9.932,0.029,20.547,0.617,9.795,0.069,21.0,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ºÒÇÕ°Ý,0811,2311,180.0
344,SG 08 A758 00,81046010,2023-11-28,2.213,2.034,1800.000,550.000,500.000,2300.000,5500.000,540.000,3.043,100.359,1.792,2.456,2.520,2.441,0.000,0.000,2.485,4.993,14.941,-14.923,9.673,0.042,20.426,0.551,9.689,0.146,20.0,,ÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ÇÕ°Ý,0811,2311,180.0
345,SG 08 A760 00,81046010,2023-11-23,2.122,2.030,1700.000,560.000,530.000,2400.000,6000.000,550.000,3.061,100.552,1.865,2.451,2.534,2.451,0.000,0.000,2.485,4.993,14.960,-14.868,9.524,-0.001,19.696,0.438,9.387,0.129,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ÇÕ°Ý,0811,2311,180.0
346,SG 08 A766 00,81046010,2023-11-28,2.088,2.032,1800.000,550.000,500.000,2400.000,5500.000,510.000,3.022,100.899,1.782,2.417,2.515,2.432,0.000,0.010,2.485,4.993,14.960,-14.777,9.936,0.040,20.711,0.651,9.921,0.113,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ÇÕ°Ý,0811,2311,180.0
347,SG 08 A767 00,81046010,2023-11-29,2.124,2.294,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.001,100.764,1.782,2.417,2.495,2.446,0.000,0.000,2.485,4.999,15.051,-14.905,10.039,0.025,20.949,0.586,10.038,0.096,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ÇÕ°Ý,0811,2311,180.0
348,SG 09 B021 00,81046010,2023-11-23,2.025,2.004,1900.000,550.000,545.000,2400.000,5600.000,550.000,3.059,100.865,1.792,2.446,2.505,2.412,0.000,0.000,2.480,4.987,14.941,-14.832,10.195,0.069,20.683,0.686,10.045,0.131,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2311,171.0
349,SG 09 B022 00,81046010,2023-11-23,2.063,2.002,1800.000,560.000,530.000,2400.000,6000.000,550.000,3.069,100.850,1.841,2.344,2.539,2.417,0.000,0.000,2.485,4.987,15.015,-14.795,9.801,0.044,20.400,0.593,9.635,0.157,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2311,171.0
350,SG 09 B073 00,81046010,2023-11-22,1.900,2.025,1750.000,550.000,500.000,2300.000,5500.000,550.000,3.060,99.407,1.807,2.490,2.544,2.432,0.000,0.000,2.490,4.999,14.923,-15.179,9.884,0.020,20.671,0.317,9.744,0.123,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2311,168.0
351,SG 09 B077 00,81046010,2023-11-29,1.997,2.034,1800.000,550.000,510.000,2300.000,5000.000,550.000,3.009,100.929,1.812,2.451,2.544,2.417,0.000,0.000,2.485,4.987,14.960,-14.758,9.881,0.048,21.041,0.747,9.840,0.141,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2311,168.0
352,SG 09 B079 00,81046010,2023-11-22,2.058,2.028,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,100.805,1.807,2.505,2.563,2.412,0.000,0.000,2.480,4.993,14.978,-14.832,10.110,0.030,20.706,0.656,9.902,0.115,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2311,168.0
353,SG 09 B084 00,81046010,2023-11-22,1.900,1.992,1750.000,550.000,530.000,2300.000,5500.000,550.000,3.069,100.601,1.792,2.437,2.544,2.397,0.000,0.015,2.480,4.999,14.941,-14.832,9.604,-0.072,20.431,0.307,9.619,0.051,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2311,168.0
354,SG 09 B094 00,81046010,2023-11-23,2.112,2.06,1800,560,540,2300,5500,550,3.052,99.14,1.816,2.476,2.578,2.461,0,0.029,2.485,4.993,14.941,-15.216,9.815,0.048,20.444,0.3,9.624,0.202,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2311,168.0
355,SG 09 B104 00,81046010,2023-11-23,1.800,1.996,1800.000,560.000,530.000,2400.000,5500.000,550.000,,,,,,,,,,,,,,,,,,,,"½ºÄûºê, Á¤·Ä",ºÒÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ºÒÇÕ°Ý,0911,2311,168.0
356,SG 09 B106 00,81046010,2023-11-23,2.021,1.990,1800.000,550.000,500.000,2400.000,6000.000,550.000,3.061,100.221,1.782,2.451,2.476,2.471,0.000,0.000,2.480,4.987,14.978,-14.832,9.914,0.049,20.840,0.724,9.931,0.143,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2311,168.0
357,SG 10 B173 00,81046010,2023-11-23,2.049,2.022,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.062,100.541,1.807,2.505,2.534,2.441,0.000,0.000,2.480,4.987,14.941,-14.832,10.072,0.025,20.962,0.521,9.918,0.100,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2311,162.0
358,SG 10 B176 00,81046010,2023-11-22,2.027,2.056,1900.000,550.000,500.000,1600.000,3000.000,550.000,3.069,100.420,1.802,2.461,2.568,2.432,0.000,0.000,2.485,4.993,14.960,-14.868,9.901,0.020,20.662,0.355,9.833,0.117,21.0,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ºÒÇÕ°Ý,1005,2311,162.0
359,SG 10 B177 00,81046010,2023-11-23,2.050,2.027,1800.000,550.000,550.000,2200.000,5500.000,550.000,3.052,100.343,1.807,2.476,2.534,2.437,0.000,0.005,2.485,4.993,14.941,-14.868,10.035,0.021,20.886,0.481,9.854,0.116,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2311,162.0
360,SG 10 B181 00,81046010,2023-11-23,2.053,2.054,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.051,99.569,1.797,2.456,2.578,2.427,0.000,0.000,2.490,4.993,14.960,-14.758,9.946,0.036,20.757,0.411,9.923,0.127,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2311,162.0
361,SG 10 B182 00,81046010,2023-11-22,2.058,2.034,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,100.955,1.812,2.466,2.539,2.422,0.000,0.000,2.459,4.987,14.923,-14.703,9.776,0.064,20.445,0.647,9.653,0.166,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2311,162.0
362,SG 09 B000 00,81046010,2023-12-01,2.075,2.028,1800.000,550.000,510.000,2400.000,5500.000,550.000,3.059,100.659,1.826,2.456,2.534,2.407,0.000,0.000,2.485,5.005,14.996,-14.832,9.765,0.024,20.570,0.745,9.705,0.145,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2312,172.0
363,SG 09 B001 00,81046010,2023-11-29,2.030,2.120,1200.000,550.000,500.000,2300.000,5500.000,510.000,3.004,99.680,1.807,2.471,2.539,2.441,0.000,0.000,2.485,5.005,14.978,-14.795,9.788,-0.015,20.623,0.526,9.776,0.072,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2311,171.0
364,SG 09 B002 00,81046010,2023-12-01,2.044,2.019,1800.000,550.000,500.000,2400.000,5500.000,530.000,3.059,100.826,1.807,2.441,2.485,2.466,0.000,0.029,2.485,4.987,14.960,-14.740,9.743,0.071,-3.334,0.180,9.650,0.191,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2312,172.0
365,SG 09 B003 00,81046010,2023-11-29,2.087,2.042,1700.000,550.000,500.000,2200.000,5500.000,510.000,2.990,99.897,1.831,2.456,2.568,2.412,0.000,0.005,2.490,4.987,14.996,-15.179,9.509,0.049,20.107,0.559,9.523,0.179,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2311,171.0
366,SG 09 B004 00,81046010,2023-11-30,2.100,2.018,1750.000,550.000,500.000,2300.000,5500.000,530.000,3.309,97.589,1.890,2.456,2.539,2.485,0.000,0.000,2.480,4.987,14.941,-15.216,10.002,-0.219,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2311,171.0
